date,ticker,entry_time_et,trigger_time_et,minutes_to_trigger,gain_pct,above_20pct_duration_min,above_10pct_duration_min,entry_price,trigger_price
2025-03-06,O:SPY250307C00582000,09:30:00,10:06:00,36,23.79,103,105,2.27,2.81
2025-03-06,O:SPY250307C00582000,12:46:00,13:15:00,29,20.38,6,14,1.57,1.89
2025-03-06,O:SPY250307C00582000,13:30:00,14:51:00,80,20.93,2,4,1.72,2.08
2025-03-06,O:SPY250307C00582000,14:59:00,15:10:00,11,21.97,5,12,1.32,1.61
2025-03-06,O:SPY250307C00582000,15:23:00,15:31:00,8,20.77,4,8,1.3,1.57
2025-03-06,O:SPY250307C00582000,15:42:00,15:51:00,9,20.0,12,24,1.2,1.44
2025-03-06,O:SPY250307P00581000,09:50:00,12:04:00,117,20.88,45,57,7.95,9.61
2025-03-06,O:SPY250307P00581000,14:53:00,14:58:00,4,23.97,6,15,8.47,10.5
2025-03-07,O:SPY250310C00575000,09:30:00,09:43:00,12,23.29,15,17,3.65,4.5
2025-03-07,O:SPY250310C00575000,10:34:00,10:49:00,15,20.3,1,1,2.71,3.26
2025-03-07,O:SPY250310C00575000,10:53:00,12:53:00,120,20.0,3,4,2.8,3.36
2025-03-07,O:SPY250310C00575000,12:58:00,13:03:00,5,27.82,191,192,2.48,3.17
2025-03-07,O:SPY250310P00574000,09:30:00,10:41:00,70,20.74,1,3,6.51,7.86
2025-03-07,O:SPY250310P00574000,10:45:00,11:25:00,32,21.03,39,42,6.61,8.0
2025-03-07,O:SPY250310P00574000,12:53:00,12:58:00,5,23.28,4,5,5.24,6.46
2025-03-07,O:SPY250310P00574000,13:20:00,13:24:00,4,20.23,6,9,4.35,5.23
2025-03-07,O:SPY250310P00574000,14:01:00,14:09:00,8,20.72,1,4,3.33,4.02
2025-03-07,O:SPY250310P00574000,14:16:00,15:40:00,84,21.02,1,3,3.33,4.03
2025-03-07,O:SPY250310P00574000,15:54:00,16:02:00,8,23.83,5,12,2.56,3.17
2025-03-10,O:SPY250311C00573000,09:33:00,09:39:00,6,21.83,11,13,2.29,2.79
2025-03-10,O:SPY250311C00573000,10:35:00,11:35:00,60,22.0,3,5,1.5,1.83
2025-03-10,O:SPY250311C00573000,12:04:00,12:34:00,30,20.0,1,1,1.25,1.5
2025-03-10,O:SPY250311C00573000,14:04:00,15:34:00,86,23.44,2,2,0.64,0.79
2025-03-10,O:SPY250311C00573000,15:42:00,15:50:00,8,21.15,1,1,0.52,0.63
2025-03-10,O:SPY250311C00574000,09:33:00,09:39:00,6,22.5,10,13,2.0,2.45
2025-03-10,O:SPY250311C00574000,10:34:00,11:35:00,61,20.45,1,4,1.32,1.59
2025-03-10,O:SPY250311C00574000,12:18:00,12:31:00,13,20.2,4,6,0.99,1.19
2025-03-10,O:SPY250311C00574000,13:11:00,13:21:00,10,20.83,4,6,0.72,0.87
2025-03-10,O:SPY250311C00574000,14:04:00,15:34:00,85,20.0,2,2,0.55,0.66
2025-03-10,O:SPY250311C00574000,15:59:00,16:08:00,9,21.88,1,6,0.32,0.39
2025-03-10,O:SPY250311P00571000,09:30:00,10:02:00,30,20.42,130,146,6.17,7.43
2025-03-10,O:SPY250311P00572000,09:30:00,10:02:00,29,21.49,135,144,6.7,8.14
2025-03-11,O:SPY250312C00562000,09:32:00,09:48:00,16,21.71,2,5,4.1,4.99
2025-03-11,O:SPY250312C00562000,10:05:00,10:09:00,4,22.51,2,3,3.42,4.19
2025-03-11,O:SPY250312C00562000,10:17:00,11:43:00,85,21.58,1,3,3.29,4.0
2025-03-11,O:SPY250312C00562000,12:10:00,14:10:00,119,20.68,90,101,2.37,2.86
2025-03-11,O:SPY250312C00562000,15:59:00,16:09:00,10,20.21,1,6,1.93,2.32
2025-03-11,O:SPY250312P00561000,09:30:00,10:05:00,33,21.3,1,1,6.01,7.29
2025-03-11,O:SPY250312P00561000,10:07:00,10:27:00,19,21.88,28,36,6.58,8.02
2025-03-11,O:SPY250312P00561000,11:08:00,12:57:00,78,25.82,29,36,7.32,9.21
2025-03-11,O:SPY250312P00561000,14:22:00,15:59:00,94,22.16,1,6,5.73,7.0
2025-03-12,O:SPY250313C00559000,10:31:00,12:22:00,111,20.78,11,18,4.09,4.94
2025-03-12,O:SPY250313C00559000,12:41:00,13:22:00,41,21.09,17,27,4.22,5.11
2025-03-12,O:SPY250313C00559000,13:53:00,14:48:00,55,21.02,1,5,4.33,5.24
2025-03-12,O:SPY250313C00559000,15:50:00,15:55:00,5,20.53,1,4,3.02,3.64
2025-03-12,O:SPY250313C00560000,10:31:00,12:28:00,117,20.65,8,12,3.68,4.44
2025-03-12,O:SPY250313C00560000,12:41:00,13:22:00,41,21.28,12,27,3.76,4.56
2025-03-12,O:SPY250313C00560000,13:53:00,14:48:00,55,21.05,1,5,3.8,4.6
2025-03-12,O:SPY250313C00560000,15:50:00,15:55:00,5,22.35,1,4,2.55,3.12
2025-03-12,O:SPY250313P00557000,09:30:00,09:48:00,18,23.57,115,140,2.8,3.46
2025-03-12,O:SPY250313P00557000,12:10:00,13:59:00,108,23.47,1,2,2.77,3.42
2025-03-12,O:SPY250313P00557000,14:33:00,15:35:00,62,21.82,2,2,2.2,2.68
2025-03-12,O:SPY250313P00557000,15:48:00,15:50:00,2,22.97,1,4,2.22,2.73
2025-03-12,O:SPY250313P00558000,09:30:00,09:48:00,18,25.24,122,141,3.09,3.87
2025-03-12,O:SPY250313P00558000,12:10:00,13:59:00,109,24.92,1,2,3.13,3.91
2025-03-12,O:SPY250313P00558000,14:30:00,15:50:00,80,20.53,1,3,2.63,3.17
2025-03-13,O:SPY250314C00557000,09:50:00,10:19:00,29,20.72,5,9,3.91,4.72
2025-03-13,O:SPY250314C00557000,11:36:00,12:39:00,63,20.96,1,3,2.29,2.77
2025-03-13,O:SPY250314C00557000,12:47:00,12:59:00,12,20.65,1,4,1.84,2.22
2025-03-13,O:SPY250314C00557000,13:10:00,14:37:00,87,21.35,2,15,1.92,2.33
2025-03-13,O:SPY250314C00557000,14:53:00,15:01:00,8,22.28,2,3,1.93,2.36
2025-03-13,O:SPY250314C00557000,15:27:00,16:12:00,45,23.02,3,3,1.26,1.55
2025-03-13,O:SPY250314P00556000,09:30:00,09:54:00,24,22.29,10,11,3.5,4.28
2025-03-13,O:SPY250314P00556000,10:06:00,11:27:00,81,23.48,178,192,3.79,4.68
2025-03-13,O:SPY250314P00556000,15:03:00,15:08:00,5,24.54,3,8,4.36,5.43
2025-03-13,O:SPY250314P00556000,15:17:00,15:27:00,9,23.53,15,16,4.76,5.88
2025-03-14,O:SPY250317C00555000,09:30:00,09:43:00,12,20.08,17,17,5.08,6.1
2025-03-14,O:SPY250317C00555000,10:02:00,11:00:00,54,27.27,172,173,5.61,7.14
2025-03-14,O:SPY250317P00554000,09:37:00,10:20:00,42,21.62,1,2,2.59,3.15
2025-03-14,O:SPY250317P00554000,11:32:00,12:28:00,54,22.81,3,7,1.14,1.4
2025-03-14,O:SPY250317P00554000,12:36:00,13:44:00,66,20.37,5,8,1.08,1.3
2025-03-14,O:SPY250317P00554000,15:08:00,16:14:00,66,20.0,1,1,0.6,0.72
2025-03-17,O:SPY250318P00559000,09:45:00,10:03:00,18,21.74,1,3,1.15,1.4
2025-03-17,O:SPY250318P00559000,10:08:00,11:34:00,85,20.69,2,4,1.16,1.4
2025-03-17,O:SPY250318P00559000,12:07:00,12:30:00,23,21.51,2,5,0.93,1.13
2025-03-17,O:SPY250318P00559000,12:37:00,12:45:00,8,23.4,1,4,0.94,1.16
2025-03-17,O:SPY250318P00559000,12:55:00,13:03:00,8,21.69,1,3,0.83,1.01
2025-03-17,O:SPY250318P00559000,14:26:00,16:01:00,91,22.22,7,14,0.27,0.33
2025-03-19,O:SPY250320C00563000,09:30:00,10:05:00,35,20.72,24,36,3.91,4.72
2025-03-19,O:SPY250320C00563000,10:43:00,11:50:00,63,22.72,22,51,4.27,5.24
2025-03-19,O:SPY250320C00563000,12:54:00,14:53:00,115,26.01,45,53,4.96,6.25
2025-03-19,O:SPY250320P00562000,10:06:00,10:55:00,49,20.0,2,11,2.5,3.0
2025-03-19,O:SPY250320P00562000,11:26:00,13:25:00,118,20.0,7,13,2.5,3.0
2025-03-19,O:SPY250320P00562000,13:39:00,13:48:00,9,25.1,2,12,2.63,3.29
2025-03-19,O:SPY250320P00562000,14:32:00,14:40:00,8,26.49,1,1,1.51,1.91
2025-03-19,O:SPY250320P00562000,15:00:00,15:28:00,28,22.99,1,2,0.87,1.07
2025-03-19,O:SPY250320P00562000,15:32:00,15:35:00,3,22.22,1,1,0.81,0.99
2025-03-19,O:SPY250320P00562000,15:37:00,15:55:00,18,25.32,4,5,0.79,0.99
2025-03-20,O:SPY250321C00569000,09:30:00,09:33:00,3,31.0,226,233,1.0,1.31
2025-03-20,O:SPY250321C00569000,13:27:00,13:45:00,18,21.21,3,7,0.99,1.2
2025-03-20,O:SPY250321C00569000,13:55:00,14:12:00,17,22.34,1,4,0.94,1.15
2025-03-20,O:SPY250321C00569000,14:26:00,15:47:00,81,21.18,3,3,0.85,1.03
2025-03-20,O:SPY250321P00568000,10:23:00,11:36:00,73,21.45,1,3,3.17,3.85
2025-03-20,O:SPY250321P00568000,11:40:00,12:20:00,40,20.18,220,220,3.27,3.93
2025-03-21,O:SPY250324C00564000,09:35:00,09:42:00,7,22.42,2,3,1.65,2.02
2025-03-21,O:SPY250324C00564000,10:01:00,11:00:00,59,21.47,6,13,1.63,1.98
2025-03-21,O:SPY250324C00564000,11:14:00,12:18:00,63,21.25,65,73,1.6,1.94
2025-03-21,O:SPY250324C00564000,13:32:00,13:40:00,8,20.57,22,43,1.75,2.11
2025-03-21,O:SPY250324C00564000,14:24:00,15:55:00,91,25.67,20,20,1.87,2.35
2025-03-24,O:SPY250325C00569000,09:30:00,09:38:00,8,24.44,215,219,3.56,4.43
2025-03-24,O:SPY250325P00568000,11:17:00,13:20:00,118,20.0,1,2,0.65,0.78
2025-03-24,O:SPY250325P00568000,13:30:00,14:03:00,31,29.31,3,13,0.58,0.75
2025-03-24,O:SPY250325P00568000,15:44:00,15:59:00,15,21.88,1,1,0.32,0.39
2025-03-25,O:SPY250326C00574000,09:35:00,10:41:00,66,21.0,6,35,2.81,3.4
2025-03-25,O:SPY250326C00574000,12:29:00,13:09:00,40,20.89,1,5,2.25,2.72
2025-03-25,O:SPY250326C00574000,13:48:00,15:48:00,120,21.18,21,27,2.03,2.46
2025-03-25,O:SPY250326P00573000,09:30:00,09:43:00,13,21.83,1,3,1.42,1.73
2025-03-25,O:SPY250326P00573000,09:55:00,10:03:00,8,22.97,1,2,1.48,1.82
2025-03-25,O:SPY250326P00573000,10:28:00,12:05:00,97,20.0,1,4,1.1,1.32
2025-03-25,O:SPY250326P00573000,12:10:00,14:07:00,117,20.97,1,1,1.24,1.5
2025-03-25,O:SPY250326P00573000,14:10:00,14:41:00,31,20.34,1,6,1.18,1.42
2025-03-25,O:SPY250326P00573000,15:10:00,15:16:00,6,20.37,1,7,1.08,1.3
2025-03-25,O:SPY250326P00573000,15:32:00,15:35:00,3,24.3,1,1,1.07,1.33
2025-03-26,O:SPY250327C00576000,09:33:00,09:38:00,5,20.45,3,8,1.76,2.12
2025-03-26,O:SPY250327C00576000,10:49:00,10:53:00,4,21.05,1,3,0.95,1.15
2025-03-26,O:SPY250327C00576000,11:56:00,12:30:00,33,22.22,1,3,0.54,0.66
2025-03-26,O:SPY250327C00576000,13:36:00,13:41:00,5,22.86,2,4,0.35,0.43
2025-03-26,O:SPY250327C00576000,13:58:00,14:13:00,15,20.59,1,1,0.34,0.41
2025-03-26,O:SPY250327C00576000,14:47:00,15:51:00,64,26.09,4,5,0.23,0.29
